Unnamed: 0,QID,Brand,Model,Question,Dialogue,Report
268,Q5269,宝马,宝马 系,宝马 换 完 三元催化 车内 有 异味 尾气 还是 有些 味,技师 说车 内 有 啥 味 啊 尾 气味 吗 车主 说 车主 说 就是 啥 烧焦 味道 车主 说 一 小时 前换 完 的 三元催化 技师 说换 三元 的 时候 喷 螺栓 松动 剂 没 车主 说噴 了 车主 说 因为 有些 绣 了 技师 说 有 可能 是 排气管 热 螺栓 松动 剂 遇热 出来 的 味道 车主 说 过段时间 会 好 吧 车主 说 还有 就是 换 完 三元 还是 有些 味 车主 说 尾气 技师 说会 的 有 可能 汽油 不太好 车主 说 的 车主 说 修理厂 让 我 跑跑 告诉 技师 说 你 在 跑 两天 观察 观察 车主 说 他 说 以前 三元 坏 的 里 面积 碳多换 新 的 后 要 多 跑 下 这样 说 有 道理 么 技师 说 一两天 就 应该 没 问题 车主 说 那 就是 还是 要 多 跑跑 车主 说 怎么 识别 是不是 烧 机油 原因 技师 说 烧 机油 尾气 是 蓝色 的 烟 车主 说凉车 发动 蓝烟 么 技师 说凉车 有点 正常 车主 说 正常 排气 味道 应该 咋样 技师 说 要是 燃烧 好 没有 太 大 异味 的 车主 说 有 一点 是 正常 吧 车主 说用 不用 清洗 燃烧室 技师 说 要是 没 清洗 过 可以 洗洗 效果 很 好 车主 说 洗完 要换 机油 么 技师 说 最好 换掉 车主 说 懂 了 我 再 观察 两天 车主 说 宝马 防冻液 是 绿色 么 技师 说 防冻液 只有 两种 染色 颜色 是 为了 区分 全 车 油液 的 也 就是 里面 有 色素 技师 说 红色 或 绿色,应该 是 螺栓 松动 剂 的 味
269,Q5270,长安,奔 奔,年 的 的 长安 奔 奔 离合器 拨叉断 了 哪里 有 卖 的 我 在 郭巷,技师 说 一般 汽配城 都 可以 购买 到 车主 说 我 直接 说 离合器 拨叉 他们 都 知道 吗 年 的 长安 奔 奔 到底 是 属于 那 款 技师 说 直接 说 车子 年款 就 可以 了 发动机 号 车主 说 还要 发动机 号 啊 好 的 谢谢 技师 说 越 详细 越 好 没有 也 没关系 不用谢,根据 车型 年款 排量 直接 到 汽配城 购买 就 可以 了 很 高兴 为 你 解答
270,Q5271,现代,朗动,我 的 车 是 款 现代 朗动 自动 尊贵型 自带 导航 是 百度 怎么 能 把 他 改成 高德 地图 呢,技师 说 原车 自带 的 吗 车主 说 就是 把 原车 自带 的 百度 怎么 改成 高德 技师 说 我 明白 你 的 意思 技师 说 但 您 这个 难度很大 车主 说 那 有 办法 吗 技师 说 专业 的 导航 改装 店有 的 不过 得 花钱 车主 说 哦 好 吧 那 您 知道 怎么 解除 行车 视频 吗 技师 说 可以 加 解码器 车主 说 能 说 详细 一点 吗 谢谢 技师 说 技师 说 技师 说 断线 也 可以,加 解码器 或 断线 都 可以
271,Q5272,大众,途观,力魔 对比 福斯 哪个 牌子 的 机油 好 更 耐用,技师 说 这个 注意 看 你 用 全 合成 机油 还是 半 合成 机油 车主 说全 合成 的 技师 说 都 差不多 一万公里 或 一年 更换,根据 咨询 问题 分析 这个 只要 保证 机油 质量 没 问题 就 可以 使用
272,Q5273,福田,萨普,福田 征服者 加速器 异常 码 如何 解决 踩 加速 板时 无 反应 求解,技师 说 节气门 脏不脏 车主 说 因为 这 台车 是 事故 车 车主 说 修好 之后 就 出现 了 加速器 异常 码 技师 说 看看 发动机 电脑 线束 有 问题 没有 车主 说 已 解决 谢谢 技师 说 不 客气,建议 检查 节气门
273,Q5274,奔驰,奔驰 级,汽车 第一次 撞击 未 出险 车 保险杠 有 稍重 损伤 隔个 月 又 一次 撞击 保险杠 又 有 损伤 第次 有 出险 保险公司 应该 怎么 理赔,技师 说 保险杠 坏 了 保险公司 就 应该 给 换 新 的 技师 说 按 这次 撞 的 位置 算 要是 有 明显 换 的 就 能 给 更换 新 保险杠 车主 说 第一次 撞击 更为严重 一些 但是 当时 有 事情 耽搁 就 没有 出险 隔 了 几个 月 后 又 一次 撞击 出险 了 但是 保险公司 说 不是 第一 现场 不予 理赔 车主 说 还 说 涉及 到 骗保 吗 技师 说 可以 找 现场 啊 技师 说 找 现场 正常 保险公司 可以 陪 百分之 技师 说 你 自己 得负 百分之三十 是 真 撞 的 他 不培 您 可以 投诉 啊 车主 说 选择 去 店换 保险杠 保险公司 赔偿 车主 说 对象 的 车 我 不是 太 懂 技师 说恩恩 技师 说 得 和 事故 顾问 协商 下 技师 说 应该 可以 的 车主 说 保险公司 说 这 不是 第一 现场 说 这 是 骗保 如果 强行 要 赔偿 就 会 去 打官司 如果 败诉 还会 判刑 有 这么 严重 吗 技师 说 真 撞 的 怎么 会 是 骗保 呢 没醉 驾是 事实 就 可以 车主 说换 保险杠 的话 涉及 到 两次 撞击 的 后果 可是 只出 了 一次 险 正常 都 是 责任 划分 对 吗 技师 说 没有 现场 正常 协调 好 都 的 车主 说 现场 是 什么 意思,得 有 事故 现象
274,Q5275,,,年 的 库存 车折 可以 买 嘛,技师 说 车子 没有 问题 承诺 质保 可以 购买 车主 说 谢谢 你 那 购买 的 时候 机油 变速箱 油 那些 用 不用 换 了 技师 说 不用 车主 说 原车 轮胎 呢 就是 这 车用 不用 换些 东西 技师 说 不用 按 时间 里程 首保 就 可以 了 车主 说恩 麻烦 你 了 谢谢 技师 说 客气 了,可以 的 只要 承诺 质保 就 没有 问题 主要 检查 车身 漆
275,Q5276,,,我 在 高速 路上 我 车子 坏掉 了 开不动 怎么办 怎么办 急,技师 说 打 保险公司 电话 有 免费 救援,拨打 保险公司 电话
276,Q5277,江淮,瑞风,我 的 瑞风 年 的 车 现在 跑 了 万千 公里 现在 跑 高速 的 时候 从没 小时 公里 到 公里 发动机 抖动 请 大师 看 是 什么 回事 谢谢 大师,技师 说 是 发动机 抖 还是 方向盘 抖 技师 说 若 以上 方向盘 抖 建议 做 四轮 动平衡 车主 说 四轮 做 了 动平衡 车主 说 是 发动机 抖动 技师 说用 电脑 检测 发动机 至组 数据 看看 有没有 缺缸 的 车主 说 动力 很 好 没 缺缸 技师 说 看 数据流 了 吗 一点 也 不缺 检查 下 发动机 支撑 车主 说好 的 谢谢,发动机 抖 建议 用 电脑 路 试看 发动机 组 数据流
277,Q5278,哈弗,哈弗,最近 打算 买车 哈佛 的 和 奇瑞 的 瑞虎 平时 也 就 家中 担心 国产 的 技术 打算 用 十几年,技师 说 就 想 买 这 几款 啊 技师 说 哈佛 的 还 可以 车主 说 或者说 师傅 有没有 推荐 的 元 左右 技师 说 万左右 奔腾 哈弗都 可以,哈弗 奔腾 系列 都 可以
278,Q5279,奇瑞,旗云,旗云 的 点烟器 钥匙 拔下来 还有 电 呢 怎么 能 让 它 受 钥匙 门 控制,技师 说 本来 就是 常火 的 车主 说 那 一直 插 着 充电器 会 不会 有 危险 啊 比如 自燃 技师 说 不能 一直 插 着 一直 插 着 电瓶 电会 没 的 车主 说 嗯,本来 就是 常有 电 的
279,Q5280,雪佛兰,科鲁兹,年 科鲁兹 小 水箱 里 有 了 油 没来级 修 现在 小 水箱 开锅 温度 也 不 高 啥 情况,技师 说 那个 小 水箱 是 暖风 水箱 吗 车主 说 不是 加 防冻液 的 技师 说恩恩 怎么 会 有 油 呢 加过 水 那 技师 说 吗 车主 说 有 油 他们 说 是 机油 散热器 的 问题 技师 说用 电脑 看 水温 数据流 看 水温 高 不 风扇 转 不 车主 说 哦,建议 先 用 电脑 读取 下 水温 数据流
280,Q5281,大众,途安,我 的 车 是 年 途安 的 车 最近 车 跑 的 时间 长 了 自动 模式 不 跳 档 了 然后 把 车 停 在 路边 一会 又 跳 档 了 水位 也 不 高 也 没有 故障 灯 提示 请问 师傅 是 什么 问题,技师 说 是 速 干式 变速器 吧 车主 说 是 速 技师 说 变速器 吗 车主 说 年 月 的 车 自动挡 的 技师 说 多少 公里 了 变速器 油换 过 没 车主 说 去年 换 的 油 车主 说 今年 换 的 正时 皮带 技师 说 先用 电脑 检测 下 然后 做下 变速器 的 基本 设定 试试 车主 说 电脑 检查 没事 技师 说 做 基本 设定 车主 说 怎么 设定 技师 说用 电脑 里 功能 引导 变速器 里 就 有 变速器 基本 设定 车主 说 不是 散热器 的 事 吗 技师 说 不 像 你 可以 读 变速器 油温 数据流 车主 说 油温 读 了 从 高速 下来 后读 的 油 温度 水 温度 技师 说 防冻液 没换 过 吗 车主 说 防冻液 是 去年 月份 换正时 皮带 时换 的 技师 说 散热器 面小 车主 说 还有 最近 凉车 时 有 熄火 起步 喘 车主 说 是 散热器 坏 了 吗 修车 的 师傅 说 要 换 散热器 技师 说凉车 熄火 和 散热器 没关系 技师 说 您 可以 把 散热器 水管 拨掉 看下 有没有 堵 的 车主 说凉车 或 小 油门 有时 熄火 和 汽油 滤芯 有关 吗 技师 说 有 关系 先 检查 积碳,建议 先 做 下 基本 设定 试试
281,Q5282,保时捷,,年 保时捷 卡曼 加 什么 型号 的 机油 需要 用 几升,技师 说用 嘉实多 的 就 可以 技师 说 一般 都 是 六升 车主 说 机油 加 什么 型号 技师 说 车主 说 可以 嘛 技师 说 也 可以 的 车主 说,建议 使用 嘉实多 的 机油
282,Q5283,大众,捷达,十万 落地 自动挡 车型 有 哪些 可以 推荐 要求 合资 品牌 家用 和 商务 两用 油耗 不要 太高 就 行,技师 说 全新 捷达 技师 说 全新 桑塔纳 车主 说 的 吗 具体 哪个 型号 排量 技师 说 对 啊 自动 时尚 车主 说 捷达 和 桑塔纳 有 啥 区别 吗 技师 说 没 啥 大 区别 车主 说好 的 谢谢 技师 说 不 客气 车主 说朗逸 自动挡 得 多少 钱 技师 说全 下来 的 个 多 车主 说 除了 大众 还有 其他 推荐 吗 技师 说起 亚 也 可以 但 我 感觉 没 大众 好,全新 捷达 桑塔纳 都 挺 好 的
283,Q5284,本田,本田,车头 前轮 左边 位置 过 坑洼 路 骷髅 响 手扳 平衡杆 还 没有 松 还有 什么 什么 原因,技师 说 多少 公里 了 技师 说 检查 下下 支臂 和 平衡 杠 拉杆 车主 说 万 技师 说 下 支臂 啥 的 检查 没,建议 检查 下 支臂 和 平衡 杠 拉杆
284,Q5285,五菱 汽车,五 菱宏光,宏光 基本型 的 最近 感觉 发动机 声音 特别 大 坐在 车里 受不了 跑 了 以前 声音 没 这么 大 四门 机盖 都 做 了 隔音 了 试 了 别的 宏光 没 这么 大 声音 求解,技师 说 是 单独 发动机 声音 大 吗 技师 说 还是 有 共振 的 车主 说 在 驾驶 仓 感觉 发动机 挂 档 加油 后 声音 大 技师 说 原地 加油 声音 也 大 吗 车主 说 怎么 说 呢 比 以前 声音 大 觉得 技师 说 你 发动机 底盘 有 护板 没 技师 说 看看 是不是 有 共振 的 车主 说 没有 车主 说 没有 护板 车主 说 挂 档 加油 声音 特别 大 技师 说 跑 起来 声音 大 呗 你 检查 下 轮胎 的 磨损 程度 和 轴承 车主 说 轮胎 没事 啊 车主 说 一般 这个 样 需要 做 哪些 检查 啊 技师 说 检查 底盘 检查 发动机 支撑 车主 说 底盘 没事 我架 起来 看着 发动机 支撑 不 知道 车主 说 装个 护板 管事 吗 车主 说 技师 说 护板 是 防止 油 底壳 磕碰 的 车主 说 这个 和 车 冷热 有 关系 吗 技师 说 没有 直接 关系 车主 说 我 要是 地胶 铺成 网上 卖 的 那种 带 隔音棉 的 有 效果 吗 技师 说 效果 不 大 车主 说 怎么弄 效果 明显 呢 技师 说 得 先 确定 下 声音 大是 由 什么 引起 的 要是 故障 引起 弄 隔音 也 没用 车主 说 一般 要是 有 故障 发动机 哪里 有 问题 呢 一般 技师 说 要是 像 共振 的 噪音 先 检查 下 发动机 支撑,建议 检查 发动机 支撑
285,Q5286,奇瑞,东方 之子,起动机 敲 一下 就 可以 打火 了 但 这种 问题 很少 出现 平常 打火 正常 就是 开 长途 几个 小时 偶尔 会 这样 出现 一次 然后 敲 一下 起动机 位子 又 可以 正常 打火 了 请问 是 什么 原因 谢谢 保养 起动机 可以 解决 这 问题 不,技师 说 检查 启动 机 磁力 开关 或 更换 启动 机 车主 说 保养 一下 可以 解决 这 问题 不 技师 说 分解 维修 下 也 可以 车主 说好 谢谢,建议 检查 磁力 开关 或 更换 启动 机
286,Q5287,现代,伊兰特,款 北京 现代 伊兰特 自动挡 现在 车子 隔 一个月 左右 有点 发不起 发 两次 发得 起 什么 原因 还有 保养 需要 做些 什么 一年 没 做 保养 了 车子 没 怎么 开 一年 开 多公里,技师 说 电瓶 不行 了 检测 电瓶 是否 需要 更换 保养 主要 是 机油 机油 滤芯 空气 滤芯 空调 滤芯 的 更换 其它 方面 需要 实车 检测,更换 电瓶 机油 三滤
287,Q5288,,,标志 新款 一直 跑 的 市区 不 跑 高速 这种 做 保养 选择 什么 机油 好 的 还是 一般 的 或者 中等 机油,技师 说 不管 车 在 哪里 开 都 要 用 合适 的 机油 建议 全 合成 机油 分子式 稳定 抗 高温 抗 低温 润滑性 流动性 会 更好 减少 发动机 磨损 行程 的 油膜 更 均匀 建议 用 嘉实多 或 美孚,建议 全 合成 机油
288,Q5289,大众,速腾,年 的 大众 速腾 适合 加 哪款 机油,技师 说 最好 加全 合成 的 技师 说,最好 加全 合成 机油
289,Q5290,别克,英朗,年 别克 英朗 老款 自动挡 水箱 水 不少 啊 可是 只要 开车 的 时间 较长 的话 就 会 出现 变速箱 锁 挡 的 情况 水箱 温度表 没有 达到 高温 的 显示 水温 温度表 显示 的 是,技师 说 电脑 检测 没 技师 说 有没有 故障 码 车主 说 有 车主 说 显示 的 是 变速箱 电控 版 车主 说 在 吗 技师 说锁 几档 啊 技师 说 故障 多久 了 车主 说 不 知道 车主 说 有 一段时间 了 车主 说 上次 出现 了 可是 消码 后 就 没有 事 了 车主 说 今天 又 出现 了 车主 说 还有 就是 冷车 没有 事 只要 车 不 跑 远 了 不 跑 长途 就 不会 出现 技师 说锁 档 的 时候 在 档 挂 不动 吗 还是 锁 在 某 一档 位上 车主 说 就是 车 没有 跳胆 了 只是 维持 在 一个 胆 上面 车主 说 开上去 的 感觉 是 胆 技师 说 就是 应急 模式 启动 了 锁 在 档 车主 说 对 的 车主 说 我 上次 出现 这个 问题 停一 晚上 就 没有 事 了 技师 说 多少 公里 了 变速器 油换 过 没 车主 说 万多 车主 说换 过 车主 说 去年 年底 换 的 技师 说 电磁阀 的 阻值 都 检测 过 吗 车主 说 没有 车主 说 我 估计 不是 变速箱 是 动力 温度 问题 车主 说 我 上 百度 查 了 下 这个 原因 多 是 温度 技师 说 也 不 一定 也 有 可能 阀体 或 电磁阀 有 问题 车主 说 哪个 阀 车主 说 我 要 怎么弄 技师 说 先用 电脑 做下 变速器 基本 设定,先 做 下 基本 设定 要 不好 用 检查 阀体
290,Q5291,铃木,北斗星,拐弯 往右 打 方向盘 然后 回直 开着 开着 方向 一下 往 左 跳过去 又 摆正 了 这样 开 起来 好 危险 请问 是 什么 原因,技师 说 故障 多久 了 车主 说 半年 了 技师 说 做 过 四轮 定位 没 车主 说 做 了 没用 技师 说 在 店 做 的 车主 说开 直路 不会 出现 这个 情况 只有 拐弯 过后 才 会 这样 车主 说 拐弯 回直 后 方向盘 一下 就 往 左偏 了 一下 车主 说 请问 是 什么 坏 了 吗 技师 说 您 有 时间 检查 下 前轮 的 前束 车主 说会 跳 吗 车主 说 是不是 方向机 坏 了 技师 说 得 先 看 定位 数据 车主 说 定位 刚刚 做 的 技师 说 在 店里 做 的 技师 说 车主 说 一般 的 店里 技师 说 液压 助力,建议 做 四轮 定位
291,Q5292,大众,帕萨特,年 帕萨特 里程 万多公里 一直 正常 保养 换 了 很 久 底盘 东西 鸣笛 喇叭 在 方向盘 这个 地方 要 力度 大 这个 喇叭 才 会响 按轻 了 有时候 响 有时 不响 是 方向盘 这 接触 不好 还是 喇叭 不好 店 拆下 方向盘 这里 的 气囊 说 不敢 再 拆 了 怕 气囊 脚断 了 自己 付钱 换 整个 气囊 大 狭 这个 该 怎么办 这个 喇叭 有时 响 有时 不响 真烦,技师 说 检查 主 气囊 和 气囊 滑环 车主 说店 不敢 拆怕 弄坏 气囊 车主 说 这个 卡扣 脚 很 容易 弄断 要换 整个 气囊 车主 说 是不是 喇叭 坏 了 车主 说 一 技师 说 不 像 你 可以 用 电脑 执行 下 喇叭 要是 响 喇叭 就 没 问题 主要 检查 主 气囊 技师 说 没有 那么 容易 弄坏 的 车主 说 可能 是 过保 了 不想 修 技师 说 这个 有 可能,建议 检查 主 气囊
292,Q5293,大众,桑塔纳,新 桑塔纳 雨刷 好使 但 喷水 电机 没 电 怎么 解决,技师 说 保险丝 看 了 吗 两个,保险丝 检查 了 吗
293,Q5294,中华,中华,款 中华 华晨 的 时间 怎么 调 呢,技师 说 款 的 不用 调 自动 调 的 技师 说 跑 一圈 试试 车主 说 跑 一个月 了 技师 说 哎 吆 不行 啊 车主 说 你 懂不懂 车主 说 这 钱 叫 你们 挣得 车主 说辣鸡 技师 说 技师 说 是 这款 不 技师 说分 的 车型 太多亲 车主 说 中华 车主 说款 还有 什么 型 你 告诉 我 车主 说 你 就 说 能 不能 调 时间 就 完 了 车主 说 不 懂别 回 我 技师 说 不能 调 技师 说 别生气 亲 这 不是 钱 的 事 跟 钱 没关系 的 车主 说 我 要 举报 你们 技师 说 我们 都 是 尽量 为 您 解答 问题 的 亲 车主 说辣鸡 车主 说 我 就 没见 过 什么 车 时间 调 不了 的,不用 调 自动 调 的 跑 一圈
